Frame,Timestamp (ms),x,y,Active points,Bounding box centre X (px),Bounding box centre Y (px),Bounding box width (px),Bounding box height (px),Bounding box rotation (degrees),Bounding box vertex 1 X (px),Bounding box vertex 1 Y (px),Bounding box vertex 2 X (px),Bounding box vertex 2 Y (px),Bounding box vertex 3 X (px),Bounding box vertex 3 Y (px),Bounding box vertex 4 X (px),Bounding box vertex 4 Y (px)
107,3600,244.378,141.191,12,243.197,130.743,14.9812,20.9736,0,235.707,141.229,235.707,120.256,250.688,120.256,250.688,141.229
108,3633,244.994,140.659,12,243.568,130.07,15.6234,21.8728,0,235.757,141.006,235.757,119.133,251.38,119.133,251.38,141.006
109,3666,245.65,139.757,12,244.024,129.17,15.5196,21.7275,0,236.264,140.034,236.264,118.306,251.783,118.306,251.783,140.034
110,3700,246.421,138.794,12,244.476,128.07,15.5401,21.7561,0,236.706,138.948,236.706,117.192,252.246,117.192,252.246,138.948
111,3733,247.1,138.378,12,245.106,125.697,17.7349,24.8288,0,236.238,138.111,236.238,113.282,253.973,113.282,253.973,138.111
112,3766,247.812,137.818,12,245.741,124.993,18.0679,25.2951,0,236.707,137.641,236.707,112.346,254.775,112.346,254.775,137.641
113,3800,248.69,137.12,12,246.321,123.965,17.9755,25.1657,0,237.334,136.548,237.334,111.383,255.309,111.383,255.309,136.548
114,3833,249.222,137.054,12,246.831,123.425,18.142,25.3988,0,237.76,136.124,237.76,110.726,255.902,110.726,255.902,136.124
115,3866,249.657,136.512,12,247.242,123.157,18.3103,25.6344,0,238.087,135.974,238.087,110.34,256.397,110.34,256.397,135.974
116,3900,250.297,135.883,12,247.688,122.533,18.1669,25.4337,0,238.605,135.25,238.605,109.816,256.771,109.816,256.771,135.25
117,3933,250.901,135.928,12,248.241,122.551,18.1798,25.4517,0,239.151,135.277,239.151,109.825,257.33,109.825,257.33,135.277
118,3966,251.337,135.509,12,248.673,122.085,17.7952,24.9133,0,239.775,134.542,239.775,109.628,257.571,109.628,257.571,134.542
119,4000,251.667,135.309,12,248.959,121.999,17.6106,24.6549,0,240.154,134.326,240.154,109.671,257.764,109.671,257.764,134.326
120,4033,252.211,134.729,12,249.541,121.891,17.3865,24.3411,0,240.847,134.062,240.847,109.721,258.234,109.721,258.234,134.062
121,4066,252.7,134.093,12,249.906,121.723,17.0722,23.9011,0,241.37,133.673,241.37,109.772,258.442,109.772,258.442,133.673
122,4100,253.246,133.386,12,250.524,121.473,17.0703,23.8985,0,241.989,133.422,241.989,109.523,259.059,109.523,259.059,133.422
123,4133,253.291,132.451,12,250.481,121.233,16.4245,22.9943,0,242.269,132.73,242.269,109.736,258.694,109.736,258.694,132.73
124,4166,253.754,131.717,12,250.76,120.863,16.2947,22.8126,0,242.613,132.269,242.613,109.456,258.907,109.456,258.907,132.269
125,4200,253.93,130.923,12,250.746,120.542,16.3127,22.8378,0,242.59,131.961,242.59,109.123,258.903,109.123,258.903,131.961
126,4233,254.182,129.761,12,250.83,119.791,16.2113,22.6958,0,242.725,131.139,242.725,108.444,258.936,108.444,258.936,131.139
127,4266,254.401,129.154,12,250.847,119.279,16.0386,22.454,0,242.828,130.506,242.828,108.052,258.866,108.052,258.866,130.506
128,4300,254.457,128.018,12,250.603,118.307,15.9457,22.324,0,242.63,129.469,242.63,107.145,258.575,107.145,258.575,129.469
129,4333,254.412,127.419,12,250.367,117.683,16.0627,22.4878,0,242.336,128.927,242.336,106.439,258.399,106.439,258.399,128.927
130,4366,254.431,126.47,12,250.234,116.723,16.0599,22.4838,0,242.204,127.965,242.204,105.481,258.264,105.481,258.264,127.965
131,4400,254.394,126.136,12,250.027,116.181,16.3274,22.8584,0,241.864,127.61,241.864,104.752,258.191,104.752,258.191,127.61
132,4433,254.222,125.506,12,249.795,115.38,16.4234,22.9928,0,241.583,126.877,241.583,103.884,258.007,103.884,258.007,126.877
133,4466,254.204,124.617,12,249.754,114.581,16.3819,22.9347,0,241.563,126.048,241.563,103.114,257.945,103.114,257.945,126.048
134,4500,253.897,123.901,12,249.307,113.774,16.4998,23.0997,0,241.058,125.324,241.058,102.224,257.557,102.224,257.557,125.324
135,4533,253.844,123.099,12,249.127,112.923,16.475,23.065,0,240.89,124.455,240.89,101.39,257.365,101.39,257.365,124.455
136,4566,253.354,122.687,12,248.814,112.405,16.3893,22.945,0,240.619,123.877,240.619,100.932,257.008,100.932,257.008,123.877
137,4600,252.996,121.709,12,248.495,111.43,16.4376,23.0127,0,240.276,122.937,240.276,99.9239,256.714,99.9239,256.714,122.937
138,4633,252.462,121.038,12,248.028,110.797,16.4433,23.0206,0,239.807,122.308,239.807,99.287,256.25,99.287,256.25,122.308
139,4666,252.014,120.573,12,247.655,110.136,16.3697,22.9176,0,239.47,121.595,239.47,98.6769,255.84,98.6769,255.84,121.595
140,4700,251.491,119.846,12,247.362,109.828,17.0628,23.8879,0,238.831,121.772,238.831,97.8839,255.893,97.8839,255.893,121.772
141,4733,250.992,118.883,12,246.929,108.875,17.007,23.8098,0,238.426,120.78,238.426,96.9706,255.433,96.9706,255.433,120.78
142,4766,250.551,118.567,12,246.591,108.41,17.1004,23.9406,0,238.041,120.38,238.041,96.4398,255.142,96.4398,255.142,120.38
143,4800,249.981,118.016,12,246.07,107.682,17.3034,24.2248,0,237.419,119.794,237.419,95.5694,254.722,95.5694,254.722,119.794
144,4833,249.44,117.787,12,245.488,107.307,17.3007,24.221,0,236.837,119.418,236.837,95.1967,254.138,95.1967,254.138,119.418
145,4866,248.661,117.154,12,244.94,106.589,16.8312,23.5637,0,236.524,118.371,236.524,94.8069,253.355,94.8069,253.355,118.371
146,4900,248.023,116.777,12,244.282,105.948,17.1452,24.0032,0,235.71,117.95,235.71,93.9467,252.855,93.9467,252.855,117.95
147,4933,247.256,116.391,12,243.548,104.839,17.5295,24.5413,0,234.784,117.11,234.784,92.5687,252.313,92.5687,252.313,117.11
148,4966,246.445,116.025,12,242.892,104.252,17.3895,24.3454,0,234.197,116.424,234.197,92.0788,251.586,92.0788,251.586,116.424
149,5000,245.911,115.547,12,242.34,103.628,17.419,24.3865,0,233.631,115.821,233.631,91.4343,251.05,91.4343,251.05,115.821
150,5033,245.11,115.032,12,241.754,103.093,17.533,24.5462,0,232.987,115.366,232.987,90.8202,250.52,90.8202,250.52,115.366
151,5066,242,115,12,241.047,102.524,17.4846,24.4784,0,232.305,114.764,232.305,90.2853,249.79,90.2853,249.79,114.764
152,5100,241.377,114.553,12,240.211,102.123,18.167,25.4338,0,231.128,114.84,231.128,89.4061,249.295,89.4061,249.295,114.84
153,5133,241,115,12,239.541,101.592,17.3724,24.3213,0,230.854,113.753,230.854,89.4313,248.227,89.4313,248.227,113.753
154,5166,240.445,114.828,13,238.868,101.476,17.4311,24.4036,0,230.152,113.677,230.152,89.2738,247.584,89.2738,247.584,113.677
155,5200,238,114,12,238.079,101.453,17.357,24.2998,0,229.4,113.603,229.4,89.3035,246.757,89.3035,246.757,113.603
156,5233,237.348,113.9,12,237.518,101.046,17.7148,24.8008,0,228.661,113.446,228.661,88.6454,246.376,88.6454,246.376,113.446
157,5266,237.264,113.648,12,237.032,100.659,17.637,24.6917,0,228.214,113.005,228.214,88.3128,245.851,88.3128,245.851,113.005
158,5300,236.739,113.103,12,236.493,100.208,17.6365,24.6911,0,227.675,112.554,227.675,87.8624,245.311,87.8624,245.311,112.554
159,5333,238,114,12,235.865,99.795,17.6544,24.7162,0,227.038,112.153,227.038,87.437,244.692,87.437,244.692,112.153
160,5366,237.523,113.119,12,235.383,99.3308,17.5722,24.6011,0,226.597,111.631,226.597,87.0303,244.17,87.0303,244.17,111.631
161,5400,237.141,112.163,12,234.687,99.4888,17.6924,24.7694,0,225.841,111.873,225.841,87.1041,243.533,87.1041,243.533,111.873
